model_id,model_collection,mapped_tf_hgnc_symbol,mapped_tf_ensembl_gene_id,mapping_type
RARB_FL_TCGCAA40NTGT_KAF_yin2017_0_3_7mer,primary,RARG,ENSG00000172819,CIS-BP
RARB_FL_TCGCAA40NTGT_KAF_yin2017_0_3_7mer,primary,RORA,ENSG00000069667,CIS-BP
RARB_FL_TCGCAA40NTGT_KAF_yin2017_0_3_7mer,primary,RORB,ENSG00000198963,CIS-BP
RARB_FL_TCGCAA40NTGT_KAF_yin2017_0_3_7mer,primary,RORC,ENSG00000143365,CIS-BP
RARB_FL_TCGCAA40NTGT_KAF_yin2017_0_3_7mer,primary,RXRA,ENSG00000186350,CIS-BP
RARB_FL_TCGCAA40NTGT_KAF_yin2017_0_3_7mer,primary,RXRB,ENSG00000204231,CIS-BP
RARB_FL_TCGCAA40NTGT_KAF_yin2017_0_3_7mer,primary,RXRG,ENSG00000143171,CIS-BP
RARG_FL_TGTACA40NGTA_KW_yin2017_0_3_7mer,secondary-first-batch,ESR1,ENSG00000091831,CIS-BP
RARG_FL_TGTACA40NGTA_KW_yin2017_0_3_7mer,secondary-first-batch,ESR2,ENSG00000140009,CIS-BP
RARG_FL_TGTACA40NGTA_KW_yin2017_0_3_7mer,secondary-first-batch,NR1D1,ENSG00000126368,CIS-BP
RARG_FL_TGTACA40NGTA_KW_yin2017_0_3_7mer,secondary-first-batch,NR1D2,ENSG00000174738,CIS-BP
RARG_FL_TGTACA40NGTA_KW_yin2017_0_3_7mer,secondary-first-batch,NR1H2,ENSG00000131408,CIS-BP
RARG_FL_TGTACA40NGTA_KW_yin2017_0_3_7mer,secondary-first-batch,NR1H3,ENSG00000025434,CIS-BP
RARG_FL_TGTACA40NGTA_KW_yin2017_0_3_7mer,secondary-first-batch,NR1H4,ENSG00000012504,CIS-BP
RARG_FL_TGTACA40NGTA_KW_yin2017_0_3_7mer,secondary-first-batch,NR2C1,ENSG00000120798,CIS-BP
RARG_FL_TGTACA40NGTA_KW_yin2017_0_3_7mer,secondary-first-batch,NR2C2,ENSG00000177463,CIS-BP
RARG_FL_TGTACA40NGTA_KW_yin2017_0_3_7mer,secondary-first-batch,NR2F1,ENSG00000175745,CIS-BP
RARG_FL_TGTACA40NGTA_KW_yin2017_0_3_7mer,secondary-first-batch,NR2F2,ENSG00000185551,CIS-BP
RARG_FL_TGTACA40NGTA_KW_yin2017_0_3_7mer,secondary-first-batch,NR2F6,ENSG00000160113,CIS-BP
RARG_FL_TGTACA40NGTA_KW_yin2017_0_3_7mer,secondary-first-batch,NR4A1,ENSG00000123358,CIS-BP
RARG_FL_TGTACA40NGTA_KW_yin2017_0_3_7mer,secondary-first-batch,NR4A2,ENSG00000153234,CIS-BP
RARG_FL_TGTACA40NGTA_KW_yin2017_0_3_7mer,secondary-first-batch,NR4A3,ENSG00000119508,CIS-BP
RARG_FL_TGTACA40NGTA_KW_yin2017_0_3_7mer,secondary-first-batch,NR5A2,ENSG00000116833,CIS-BP
RARG_FL_TGTACA40NGTA_KW_yin2017_0_3_7mer,secondary-first-batch,NR6A1,ENSG00000148200,CIS-BP
RARG_FL_TGTACA40NGTA_KW_yin2017_0_3_7mer,secondary-first-batch,PPARA,ENSG00000186951,CIS-BP
RARG_FL_TGTACA40NGTA_KW_yin2017_0_3_7mer,secondary-first-batch,PPARD,ENSG00000112033,CIS-BP
RARG_FL_TGTACA40NGTA_KW_yin2017_0_3_7mer,secondary-first-batch,PPARG,ENSG00000132170,CIS-BP
RARG_FL_TGTACA40NGTA_KW_yin2017_0_3_7mer,secondary-first-batch,RARA,ENSG00000131759,CIS-BP
RARG_FL_TGTACA40NGTA_KW_yin2017_0_3_7mer,secondary-first-batch,RARB,ENSG00000077092,CIS-BP
RARG_FL_TGTACA40NGTA_KW_yin2017_0_3_7mer,secondary-first-batch,RARG,ENSG00000172819,cognate
RARG_FL_TGTACA40NGTA_KW_yin2017_0_3_7mer,secondary-first-batch,RORA,ENSG00000069667,CIS-BP
RARG_FL_TGTACA40NGTA_KW_yin2017_0_3_7mer,secondary-first-batch,RORB,ENSG00000198963,CIS-BP
RARG_FL_TGTACA40NGTA_KW_yin2017_0_3_7mer,secondary-first-batch,RORC,ENSG00000143365,CIS-BP
RARG_FL_TGTACA40NGTA_KW_yin2017_0_3_7mer,secondary-first-batch,RXRA,ENSG00000186350,CIS-BP
RARG_FL_TGTACA40NGTA_KW_yin2017_0_3_7mer,secondary-first-batch,RXRB,ENSG00000204231,CIS-BP
RARG_FL_TGTACA40NGTA_KW_yin2017_0_3_7mer,secondary-first-batch,RXRG,ENSG00000143171,CIS-BP
RARG_NA_TGTTAT20NGA_Y_jolma2013_1_4_7mer,primary,ESR1,ENSG00000091831,CIS-BP
RARG_NA_TGTTAT20NGA_Y_jolma2013_1_4_7mer,primary,ESR2,ENSG00000140009,CIS-BP
RARG_NA_TGTTAT20NGA_Y_jolma2013_1_4_7mer,primary,NR1D1,ENSG00000126368,CIS-BP
RARG_NA_TGTTAT20NGA_Y_jolma2013_1_4_7mer,primary,NR1D2,ENSG00000174738,CIS-BP
RARG_NA_TGTTAT20NGA_Y_jolma2013_1_4_7mer,primary,NR1H2,ENSG00000131408,CIS-BP
RARG_NA_TGTTAT20NGA_Y_jolma2013_1_4_7mer,primary,NR1H3,ENSG00000025434,CIS-BP
RARG_NA_TGTTAT20NGA_Y_jolma2013_1_4_7mer,primary,NR1H4,ENSG00000012504,CIS-BP
RARG_NA_TGTTAT20NGA_Y_jolma2013_1_4_7mer,primary,NR2C1,ENSG00000120798,CIS-BP
RARG_NA_TGTTAT20NGA_Y_jolma2013_1_4_7mer,primary,NR2C2,ENSG00000177463,CIS-BP
RARG_NA_TGTTAT20NGA_Y_jolma2013_1_4_7mer,primary,NR2F1,ENSG00000175745,CIS-BP
RARG_NA_TGTTAT20NGA_Y_jolma2013_1_4_7mer,primary,NR2F2,ENSG00000185551,CIS-BP
RARG_NA_TGTTAT20NGA_Y_jolma2013_1_4_7mer,primary,NR2F6,ENSG00000160113,CIS-BP
RARG_NA_TGTTAT20NGA_Y_jolma2013_1_4_7mer,primary,NR4A1,ENSG00000123358,CIS-BP
RARG_NA_TGTTAT20NGA_Y_jolma2013_1_4_7mer,primary,NR4A2,ENSG00000153234,CIS-BP
RARG_NA_TGTTAT20NGA_Y_jolma2013_1_4_7mer,primary,NR4A3,ENSG00000119508,CIS-BP
RARG_NA_TGTTAT20NGA_Y_jolma2013_1_4_7mer,primary,NR5A2,ENSG00000116833,CIS-BP
RARG_NA_TGTTAT20NGA_Y_jolma2013_1_4_7mer,primary,NR6A1,ENSG00000148200,CIS-BP
RARG_NA_TGTTAT20NGA_Y_jolma2013_1_4_7mer,primary,PPARA,ENSG00000186951,CIS-BP
RARG_NA_TGTTAT20NGA_Y_jolma2013_1_4_7mer,primary,PPARD,ENSG00000112033,CIS-BP
RARG_NA_TGTTAT20NGA_Y_jolma2013_1_4_7mer,primary,PPARG,ENSG00000132170,CIS-BP
RARG_NA_TGTTAT20NGA_Y_jolma2013_1_4_7mer,primary,RARA,ENSG00000131759,CIS-BP
RARG_NA_TGTTAT20NGA_Y_jolma2013_1_4_7mer,primary,RARB,ENSG00000077092,CIS-BP
RARG_NA_TGTTAT20NGA_Y_jolma2013_1_4_7mer,primary,RARG,ENSG00000172819,cognate
RARG_NA_TGTTAT20NGA_Y_jolma2013_1_4_7mer,primary,RORA,ENSG00000069667,CIS-BP
RARG_NA_TGTTAT20NGA_Y_jolma2013_1_4_7mer,primary,RORB,ENSG00000198963,CIS-BP
RARG_NA_TGTTAT20NGA_Y_jolma2013_1_4_7mer,primary,RORC,ENSG00000143365,CIS-BP
RARG_NA_TGTTAT20NGA_Y_jolma2013_1_4_7mer,primary,RXRA,ENSG00000186350,CIS-BP
RARG_NA_TGTTAT20NGA_Y_jolma2013_1_4_7mer,primary,RXRB,ENSG00000204231,CIS-BP
RARG_NA_TGTTAT20NGA_Y_jolma2013_1_4_7mer,primary,RXRG,ENSG00000143171,CIS-BP
RAX_eDBD_TTGCTC40NGAA_KO_yin2017_0_1_7mer,secondary-novel-batch,ALX1,ENSG00000180318,CIS-BP
RAX_eDBD_TTGCTC40NGAA_KO_yin2017_0_1_7mer,secondary-novel-batch,ALX3,ENSG00000156150,CIS-BP
RAX_eDBD_TTGCTC40NGAA_KO_yin2017_0_1_7mer,secondary-novel-batch,ALX4,ENSG00000052850,CIS-BP
RAX_eDBD_TTGCTC40NGAA_KO_yin2017_0_1_7mer,secondary-novel-batch,ARX,ENSG00000004848,CIS-BP
RAX_eDBD_TTGCTC40NGAA_KO_yin2017_0_1_7mer,secondary-novel-batch,BARHL1,ENSG00000125492,CIS-BP
RAX_eDBD_TTGCTC40NGAA_KO_yin2017_0_1_7mer,secondary-novel-batch,BARHL2,ENSG00000143032,CIS-BP
RAX_eDBD_TTGCTC40NGAA_KO_yin2017_0_1_7mer,secondary-novel-batch,BARX1,ENSG00000131668,CIS-BP
RAX_eDBD_TTGCTC40NGAA_KO_yin2017_0_1_7mer,secondary-novel-batch,BARX2,ENSG00000043039,CIS-BP
RAX_eDBD_TTGCTC40NGAA_KO_yin2017_0_1_7mer,secondary-novel-batch,BSX,ENSG00000188909,CIS-BP
RAX_eDBD_TTGCTC40NGAA_KO_yin2017_0_1_7mer,secondary-novel-batch,DRGX,ENSG00000165606,CIS-BP
RAX_eDBD_TTGCTC40NGAA_KO_yin2017_0_1_7mer,secondary-novel-batch,EMX1,ENSG00000135638,CIS-BP
RAX_eDBD_TTGCTC40NGAA_KO_yin2017_0_1_7mer,secondary-novel-batch,EMX2,ENSG00000170370,CIS-BP
RAX_eDBD_TTGCTC40NGAA_KO_yin2017_0_1_7mer,secondary-novel-batch,EN1,ENSG00000163064,CIS-BP
RAX_eDBD_TTGCTC40NGAA_KO_yin2017_0_1_7mer,secondary-novel-batch,EN2,ENSG00000164778,CIS-BP
RAX_eDBD_TTGCTC40NGAA_KO_yin2017_0_1_7mer,secondary-novel-batch,ESX1,ENSG00000123576,CIS-BP
RAX_eDBD_TTGCTC40NGAA_KO_yin2017_0_1_7mer,secondary-novel-batch,EVX1,ENSG00000106038,CIS-BP
RAX_eDBD_TTGCTC40NGAA_KO_yin2017_0_1_7mer,secondary-novel-batch,EVX2,ENSG00000174279,CIS-BP
RAX_eDBD_TTGCTC40NGAA_KO_yin2017_0_1_7mer,secondary-novel-batch,GBX1,ENSG00000164900,CIS-BP
RAX_eDBD_TTGCTC40NGAA_KO_yin2017_0_1_7mer,secondary-novel-batch,GBX2,ENSG00000168505,CIS-BP
RAX_eDBD_TTGCTC40NGAA_KO_yin2017_0_1_7mer,secondary-novel-batch,GSX1,ENSG00000169840,CIS-BP
RAX_eDBD_TTGCTC40NGAA_KO_yin2017_0_1_7mer,secondary-novel-batch,GSX2,ENSG00000180613,CIS-BP
RAX_eDBD_TTGCTC40NGAA_KO_yin2017_0_1_7mer,secondary-novel-batch,HESX1,ENSG00000163666,CIS-BP
RAX_eDBD_TTGCTC40NGAA_KO_yin2017_0_1_7mer,secondary-novel-batch,HOXA2,ENSG00000105996,CIS-BP
RAX_eDBD_TTGCTC40NGAA_KO_yin2017_0_1_7mer,secondary-novel-batch,HOXA3,ENSG00000105997,CIS-BP
RAX_eDBD_TTGCTC40NGAA_KO_yin2017_0_1_7mer,secondary-novel-batch,HOXB2,ENSG00000173917,CIS-BP
RAX_eDBD_TTGCTC40NGAA_KO_yin2017_0_1_7mer,secondary-novel-batch,HOXB3,ENSG00000120093,CIS-BP
RAX_eDBD_TTGCTC40NGAA_KO_yin2017_0_1_7mer,secondary-novel-batch,HOXD3,ENSG00000128652,CIS-BP
RAX_eDBD_TTGCTC40NGAA_KO_yin2017_0_1_7mer,secondary-novel-batch,ISX,ENSG00000175329,CIS-BP
RAX_eDBD_TTGCTC40NGAA_KO_yin2017_0_1_7mer,secondary-novel-batch,LBX1,ENSG00000138136,CIS-BP
RAX_eDBD_TTGCTC40NGAA_KO_yin2017_0_1_7mer,secondary-novel-batch,LBX2,ENSG00000179528,CIS-BP
RAX_eDBD_TTGCTC40NGAA_KO_yin2017_0_1_7mer,secondary-novel-batch,LHX1,ENSG00000273706,CIS-BP
RAX_eDBD_TTGCTC40NGAA_KO_yin2017_0_1_7mer,secondary-novel-batch,LHX2,ENSG00000106689,CIS-BP
RAX_eDBD_TTGCTC40NGAA_KO_yin2017_0_1_7mer,secondary-novel-batch,LHX3,ENSG00000107187,CIS-BP
RAX_eDBD_TTGCTC40NGAA_KO_yin2017_0_1_7mer,secondary-novel-batch,LHX4,ENSG00000121454,CIS-BP
RAX_eDBD_TTGCTC40NGAA_KO_yin2017_0_1_7mer,secondary-novel-batch,LHX5,ENSG00000089116,CIS-BP
RAX_eDBD_TTGCTC40NGAA_KO_yin2017_0_1_7mer,secondary-novel-batch,LHX6,ENSG00000106852,CIS-BP
RAX_eDBD_TTGCTC40NGAA_KO_yin2017_0_1_7mer,secondary-novel-batch,LHX8,ENSG00000162624,CIS-BP
RAX_eDBD_TTGCTC40NGAA_KO_yin2017_0_1_7mer,secondary-novel-batch,LHX9,ENSG00000143355,CIS-BP
RAX_eDBD_TTGCTC40NGAA_KO_yin2017_0_1_7mer,secondary-novel-batch,LMX1A,ENSG00000162761,CIS-BP
RAX_eDBD_TTGCTC40NGAA_KO_yin2017_0_1_7mer,secondary-novel-batch,LMX1B,ENSG00000136944,CIS-BP
RAX_eDBD_TTGCTC40NGAA_KO_yin2017_0_1_7mer,secondary-novel-batch,MEOX1,ENSG00000005102,CIS-BP
RAX_eDBD_TTGCTC40NGAA_KO_yin2017_0_1_7mer,secondary-novel-batch,MEOX2,ENSG00000106511,CIS-BP
RAX_eDBD_TTGCTC40NGAA_KO_yin2017_0_1_7mer,secondary-novel-batch,MIXL1,ENSG00000185155,CIS-BP
RAX_eDBD_TTGCTC40NGAA_KO_yin2017_0_1_7mer,secondary-novel-batch,MNX1,ENSG00000130675,CIS-BP
RAX_eDBD_TTGCTC40NGAA_KO_yin2017_0_1_7mer,secondary-novel-batch,MSX1,ENSG00000163132,CIS-BP
RAX_eDBD_TTGCTC40NGAA_KO_yin2017_0_1_7mer,secondary-novel-batch,MSX2,ENSG00000120149,CIS-BP
RAX_eDBD_TTGCTC40NGAA_KO_yin2017_0_1_7mer,secondary-novel-batch,NKX1-1,ENSG00000235608,CIS-BP
RAX_eDBD_TTGCTC40NGAA_KO_yin2017_0_1_7mer,secondary-novel-batch,NKX1-2,ENSG00000229544,CIS-BP
RAX_eDBD_TTGCTC40NGAA_KO_yin2017_0_1_7mer,secondary-novel-batch,NOBOX,ENSG00000106410,CIS-BP
RAX_eDBD_TTGCTC40NGAA_KO_yin2017_0_1_7mer,secondary-novel-batch,NOTO,ENSG00000214513,CIS-BP
RAX_eDBD_TTGCTC40NGAA_KO_yin2017_0_1_7mer,secondary-novel-batch,OTP,ENSG00000171540,CIS-BP
RAX_eDBD_TTGCTC40NGAA_KO_yin2017_0_1_7mer,secondary-novel-batch,PDX1,ENSG00000139515,CIS-BP
RAX_eDBD_TTGCTC40NGAA_KO_yin2017_0_1_7mer,secondary-novel-batch,PHOX2A,ENSG00000165462,CIS-BP
RAX_eDBD_TTGCTC40NGAA_KO_yin2017_0_1_7mer,secondary-novel-batch,PHOX2B,ENSG00000109132,CIS-BP
RAX_eDBD_TTGCTC40NGAA_KO_yin2017_0_1_7mer,secondary-novel-batch,PROP1,ENSG00000175325,CIS-BP
RAX_eDBD_TTGCTC40NGAA_KO_yin2017_0_1_7mer,secondary-novel-batch,PRRX1,ENSG00000116132,CIS-BP
RAX_eDBD_TTGCTC40NGAA_KO_yin2017_0_1_7mer,secondary-novel-batch,PRRX2,ENSG00000167157,CIS-BP
RAX_eDBD_TTGCTC40NGAA_KO_yin2017_0_1_7mer,secondary-novel-batch,RAX,ENSG00000134438,cognate
RAX_eDBD_TTGCTC40NGAA_KO_yin2017_0_1_7mer,secondary-novel-batch,RAX2,ENSG00000173976,CIS-BP
RAX_eDBD_TTGCTC40NGAA_KO_yin2017_0_1_7mer,secondary-novel-batch,SEBOX,ENSG00000274529,CIS-BP
RAX_eDBD_TTGCTC40NGAA_KO_yin2017_0_1_7mer,secondary-novel-batch,SHOX,ENSG00000185960,CIS-BP
RAX_eDBD_TTGCTC40NGAA_KO_yin2017_0_1_7mer,secondary-novel-batch,SHOX2,ENSG00000168779,CIS-BP
RAX_eDBD_TTGCTC40NGAA_KO_yin2017_0_1_7mer,secondary-novel-batch,UNCX,ENSG00000164853,CIS-BP
RAX_eDBD_TTGCTC40NGAA_KO_yin2017_0_1_7mer,secondary-novel-batch,VAX1,ENSG00000148704,CIS-BP
RAX_eDBD_TTGCTC40NGAA_KO_yin2017_0_1_7mer,secondary-novel-batch,VAX2,ENSG00000116035,CIS-BP
RAX_eDBD_TTGCTC40NGAA_KO_yin2017_0_1_7mer,secondary-novel-batch,VSX1,ENSG00000100987,CIS-BP
RAX_eDBD_TTGCTC40NGAA_KO_yin2017_0_1_7mer,secondary-novel-batch,VSX2,ENSG00000119614,CIS-BP
RAX_eDBD_TTGCTC40NGAA_KO_yin2017_0_1_7mer,secondary-novel-batch,ZFHX2,ENSG00000136367,CIS-BP
RAX_eDBD_TTGCTC40NGAA_KO_yin2017_0_2_7mer,secondary-first-batch,ALX1,ENSG00000180318,CIS-BP
RAX_eDBD_TTGCTC40NGAA_KO_yin2017_0_2_7mer,secondary-first-batch,ALX3,ENSG00000156150,CIS-BP
RAX_eDBD_TTGCTC40NGAA_KO_yin2017_0_2_7mer,secondary-first-batch,ALX4,ENSG00000052850,CIS-BP
RAX_eDBD_TTGCTC40NGAA_KO_yin2017_0_2_7mer,secondary-first-batch,ARX,ENSG00000004848,CIS-BP
RAX_eDBD_TTGCTC40NGAA_KO_yin2017_0_2_7mer,secondary-first-batch,BARHL1,ENSG00000125492,CIS-BP
RAX_eDBD_TTGCTC40NGAA_KO_yin2017_0_2_7mer,secondary-first-batch,BARHL2,ENSG00000143032,CIS-BP
RAX_eDBD_TTGCTC40NGAA_KO_yin2017_0_2_7mer,secondary-first-batch,BARX1,ENSG00000131668,CIS-BP
RAX_eDBD_TTGCTC40NGAA_KO_yin2017_0_2_7mer,secondary-first-batch,BARX2,ENSG00000043039,CIS-BP
RAX_eDBD_TTGCTC40NGAA_KO_yin2017_0_2_7mer,secondary-first-batch,BSX,ENSG00000188909,CIS-BP
RAX_eDBD_TTGCTC40NGAA_KO_yin2017_0_2_7mer,secondary-first-batch,DRGX,ENSG00000165606,CIS-BP
RAX_eDBD_TTGCTC40NGAA_KO_yin2017_0_2_7mer,secondary-first-batch,EMX1,ENSG00000135638,CIS-BP
RAX_eDBD_TTGCTC40NGAA_KO_yin2017_0_2_7mer,secondary-first-batch,EMX2,ENSG00000170370,CIS-BP
RAX_eDBD_TTGCTC40NGAA_KO_yin2017_0_2_7mer,secondary-first-batch,EN1,ENSG00000163064,CIS-BP
RAX_eDBD_TTGCTC40NGAA_KO_yin2017_0_2_7mer,secondary-first-batch,EN2,ENSG00000164778,CIS-BP
RAX_eDBD_TTGCTC40NGAA_KO_yin2017_0_2_7mer,secondary-first-batch,ESX1,ENSG00000123576,CIS-BP
RAX_eDBD_TTGCTC40NGAA_KO_yin2017_0_2_7mer,secondary-first-batch,EVX1,ENSG00000106038,CIS-BP
RAX_eDBD_TTGCTC40NGAA_KO_yin2017_0_2_7mer,secondary-first-batch,EVX2,ENSG00000174279,CIS-BP
RAX_eDBD_TTGCTC40NGAA_KO_yin2017_0_2_7mer,secondary-first-batch,GBX1,ENSG00000164900,CIS-BP
RAX_eDBD_TTGCTC40NGAA_KO_yin2017_0_2_7mer,secondary-first-batch,GBX2,ENSG00000168505,CIS-BP
RAX_eDBD_TTGCTC40NGAA_KO_yin2017_0_2_7mer,secondary-first-batch,GSX1,ENSG00000169840,CIS-BP
RAX_eDBD_TTGCTC40NGAA_KO_yin2017_0_2_7mer,secondary-first-batch,GSX2,ENSG00000180613,CIS-BP
RAX_eDBD_TTGCTC40NGAA_KO_yin2017_0_2_7mer,secondary-first-batch,HESX1,ENSG00000163666,CIS-BP
RAX_eDBD_TTGCTC40NGAA_KO_yin2017_0_2_7mer,secondary-first-batch,HOXA2,ENSG00000105996,CIS-BP
RAX_eDBD_TTGCTC40NGAA_KO_yin2017_0_2_7mer,secondary-first-batch,HOXA3,ENSG00000105997,CIS-BP
RAX_eDBD_TTGCTC40NGAA_KO_yin2017_0_2_7mer,secondary-first-batch,HOXB2,ENSG00000173917,CIS-BP
RAX_eDBD_TTGCTC40NGAA_KO_yin2017_0_2_7mer,secondary-first-batch,HOXB3,ENSG00000120093,CIS-BP
RAX_eDBD_TTGCTC40NGAA_KO_yin2017_0_2_7mer,secondary-first-batch,HOXD3,ENSG00000128652,CIS-BP
RAX_eDBD_TTGCTC40NGAA_KO_yin2017_0_2_7mer,secondary-first-batch,ISX,ENSG00000175329,CIS-BP
RAX_eDBD_TTGCTC40NGAA_KO_yin2017_0_2_7mer,secondary-first-batch,LBX1,ENSG00000138136,CIS-BP
RAX_eDBD_TTGCTC40NGAA_KO_yin2017_0_2_7mer,secondary-first-batch,LBX2,ENSG00000179528,CIS-BP
RAX_eDBD_TTGCTC40NGAA_KO_yin2017_0_2_7mer,secondary-first-batch,LHX1,ENSG00000273706,CIS-BP
RAX_eDBD_TTGCTC40NGAA_KO_yin2017_0_2_7mer,secondary-first-batch,LHX2,ENSG00000106689,CIS-BP
RAX_eDBD_TTGCTC40NGAA_KO_yin2017_0_2_7mer,secondary-first-batch,LHX3,ENSG00000107187,CIS-BP
RAX_eDBD_TTGCTC40NGAA_KO_yin2017_0_2_7mer,secondary-first-batch,LHX4,ENSG00000121454,CIS-BP
RAX_eDBD_TTGCTC40NGAA_KO_yin2017_0_2_7mer,secondary-first-batch,LHX5,ENSG00000089116,CIS-BP
RAX_eDBD_TTGCTC40NGAA_KO_yin2017_0_2_7mer,secondary-first-batch,LHX6,ENSG00000106852,CIS-BP
RAX_eDBD_TTGCTC40NGAA_KO_yin2017_0_2_7mer,secondary-first-batch,LHX8,ENSG00000162624,CIS-BP
RAX_eDBD_TTGCTC40NGAA_KO_yin2017_0_2_7mer,secondary-first-batch,LHX9,ENSG00000143355,CIS-BP
RAX_eDBD_TTGCTC40NGAA_KO_yin2017_0_2_7mer,secondary-first-batch,LMX1A,ENSG00000162761,CIS-BP
RAX_eDBD_TTGCTC40NGAA_KO_yin2017_0_2_7mer,secondary-first-batch,LMX1B,ENSG00000136944,CIS-BP
RAX_eDBD_TTGCTC40NGAA_KO_yin2017_0_2_7mer,secondary-first-batch,MEOX1,ENSG00000005102,CIS-BP
RAX_eDBD_TTGCTC40NGAA_KO_yin2017_0_2_7mer,secondary-first-batch,MEOX2,ENSG00000106511,CIS-BP
RAX_eDBD_TTGCTC40NGAA_KO_yin2017_0_2_7mer,secondary-first-batch,MIXL1,ENSG00000185155,CIS-BP
RAX_eDBD_TTGCTC40NGAA_KO_yin2017_0_2_7mer,secondary-first-batch,MNX1,ENSG00000130675,CIS-BP
RAX_eDBD_TTGCTC40NGAA_KO_yin2017_0_2_7mer,secondary-first-batch,MSX1,ENSG00000163132,CIS-BP
RAX_eDBD_TTGCTC40NGAA_KO_yin2017_0_2_7mer,secondary-first-batch,MSX2,ENSG00000120149,CIS-BP
RAX_eDBD_TTGCTC40NGAA_KO_yin2017_0_2_7mer,secondary-first-batch,NKX1-1,ENSG00000235608,CIS-BP
RAX_eDBD_TTGCTC40NGAA_KO_yin2017_0_2_7mer,secondary-first-batch,NKX1-2,ENSG00000229544,CIS-BP
RAX_eDBD_TTGCTC40NGAA_KO_yin2017_0_2_7mer,secondary-first-batch,NOBOX,ENSG00000106410,CIS-BP
RAX_eDBD_TTGCTC40NGAA_KO_yin2017_0_2_7mer,secondary-first-batch,NOTO,ENSG00000214513,CIS-BP
RAX_eDBD_TTGCTC40NGAA_KO_yin2017_0_2_7mer,secondary-first-batch,OTP,ENSG00000171540,CIS-BP
RAX_eDBD_TTGCTC40NGAA_KO_yin2017_0_2_7mer,secondary-first-batch,PDX1,ENSG00000139515,CIS-BP
RAX_eDBD_TTGCTC40NGAA_KO_yin2017_0_2_7mer,secondary-first-batch,PHOX2A,ENSG00000165462,CIS-BP
RAX_eDBD_TTGCTC40NGAA_KO_yin2017_0_2_7mer,secondary-first-batch,PHOX2B,ENSG00000109132,CIS-BP
RAX_eDBD_TTGCTC40NGAA_KO_yin2017_0_2_7mer,secondary-first-batch,PROP1,ENSG00000175325,CIS-BP
RAX_eDBD_TTGCTC40NGAA_KO_yin2017_0_2_7mer,secondary-first-batch,PRRX1,ENSG00000116132,CIS-BP
RAX_eDBD_TTGCTC40NGAA_KO_yin2017_0_2_7mer,secondary-first-batch,PRRX2,ENSG00000167157,CIS-BP
RAX_eDBD_TTGCTC40NGAA_KO_yin2017_0_2_7mer,secondary-first-batch,RAX,ENSG00000134438,cognate
RAX_eDBD_TTGCTC40NGAA_KO_yin2017_0_2_7mer,secondary-first-batch,RAX2,ENSG00000173976,CIS-BP
RAX_eDBD_TTGCTC40NGAA_KO_yin2017_0_2_7mer,secondary-first-batch,SEBOX,ENSG00000274529,CIS-BP
RAX_eDBD_TTGCTC40NGAA_KO_yin2017_0_2_7mer,secondary-first-batch,SHOX,ENSG00000185960,CIS-BP
RAX_eDBD_TTGCTC40NGAA_KO_yin2017_0_2_7mer,secondary-first-batch,SHOX2,ENSG00000168779,CIS-BP
RAX_eDBD_TTGCTC40NGAA_KO_yin2017_0_2_7mer,secondary-first-batch,UNCX,ENSG00000164853,CIS-BP
RAX_eDBD_TTGCTC40NGAA_KO_yin2017_0_2_7mer,secondary-first-batch,VAX1,ENSG00000148704,CIS-BP
RAX_eDBD_TTGCTC40NGAA_KO_yin2017_0_2_7mer,secondary-first-batch,VAX2,ENSG00000116035,CIS-BP
RAX_eDBD_TTGCTC40NGAA_KO_yin2017_0_2_7mer,secondary-first-batch,VSX1,ENSG00000100987,CIS-BP
RAX_eDBD_TTGCTC40NGAA_KO_yin2017_0_2_7mer,secondary-first-batch,VSX2,ENSG00000119614,CIS-BP
RAX_eDBD_TTGCTC40NGAA_KO_yin2017_0_2_7mer,secondary-first-batch,ZFHX2,ENSG00000136367,CIS-BP
RAX_NA_TGGTAG20NATT_Z_jolma2013_0_3_7mer,primary,ALX1,ENSG00000180318,CIS-BP
RAX_NA_TGGTAG20NATT_Z_jolma2013_0_3_7mer,primary,ALX3,ENSG00000156150,CIS-BP
RAX_NA_TGGTAG20NATT_Z_jolma2013_0_3_7mer,primary,ALX4,ENSG00000052850,CIS-BP
RAX_NA_TGGTAG20NATT_Z_jolma2013_0_3_7mer,primary,ARX,ENSG00000004848,CIS-BP
RAX_NA_TGGTAG20NATT_Z_jolma2013_0_3_7mer,primary,BARHL1,ENSG00000125492,CIS-BP
RAX_NA_TGGTAG20NATT_Z_jolma2013_0_3_7mer,primary,BARHL2,ENSG00000143032,CIS-BP
RAX_NA_TGGTAG20NATT_Z_jolma2013_0_3_7mer,primary,BARX1,ENSG00000131668,CIS-BP
RAX_NA_TGGTAG20NATT_Z_jolma2013_0_3_7mer,primary,BARX2,ENSG00000043039,CIS-BP
RAX_NA_TGGTAG20NATT_Z_jolma2013_0_3_7mer,primary,BSX,ENSG00000188909,CIS-BP
RAX_NA_TGGTAG20NATT_Z_jolma2013_0_3_7mer,primary,DRGX,ENSG00000165606,CIS-BP
RAX_NA_TGGTAG20NATT_Z_jolma2013_0_3_7mer,primary,EMX1,ENSG00000135638,CIS-BP
RAX_NA_TGGTAG20NATT_Z_jolma2013_0_3_7mer,primary,EMX2,ENSG00000170370,CIS-BP
